Name.of.Company,Date.of.Breach,Reported.Date,state,State.Residents.Affected
UniversityofIndianapolis,2015-03-23,2015-04-16,IN,3
UnivofChicagoMedicalCenter-Breach Notification,2014-12-25,2015-02-25,IN,48
USHealthWorks,2015-04-22,2015-05-29,IN,163
ValplastSupplyServicesInc-Breach Notification,2014-10-29,2014-12-23,IN,18
ValuTeachersInc-Breach Notification,2015-02-02,2015-02-13,IN,2
VestaPropertyManagement,2015-10-27,2015-12-15,IN,2
VibraHospitalofNorthwesternIndiana,2014-12-15,2015-04-29,IN,1
VibraHospitalofNorthwesternIndiana,2015-08-03,2015-08-28,IN,42
Viewpoint,2015-07-09,2015-08-28,IN,1
VolcanoCorporation,2015-05-21,2015-06-09,IN,1
VoyaFinancialPartnersLLC,2015-01-28,2015-04-17,IN,13
VoyaRetirementInsuranceandAnnuityCompany,2015-04-08,2015-04-15,IN,1
WabashCollge,2015-12-02,2015-12-21,IN,22
WarnerBrosDistributingInc,2015-11-15,2015-12-15,IN,1
Weyerhaeuser Company,2014-05-01,2015-03-31,IN,1717
WilliamColeVineyardsLLC,2015-04-01,2015-06-18,IN,9
WilliamLThomasonAPC,2015-06-29,2015-07-21,IN,1
WoodburyFinancialServicesInc,2015-05-28,2015-07-24,IN,1
YapStoneInc,2014-07-01,2015-09-11,IN,1228
YMCAofGreaterPittsburgh,2015-06-07,2015-07-23,IN,1
1-800-Flowerscom,2016-02-15,2016-03-08,IN,120
21stCenturyOncology,2015-10-03,2016-03-04,IN,13329
37thParallelProperties,2016-04-25,2016-06-07,IN,1
3CPackagingInc,2016-03-30,2016-04-07,IN,2
7-ElevenInc,2016-06-13,2016-08-09,IN,5
"A.C.T.Services,Inc.",2016-09-01,2016-12-20,IN,428
AACOrthodonticsPC,2016-09-07,2016-09-13,IN,9
ABBInc,2016-02-05,2016-03-17,IN,4
AbbottLaboratories,2016-06-22,2016-07-19,IN,1
ABMIndustriesIncorporated,2015-12-10,2016-06-20,IN,1
AcademyofNutritionDietetics,2016-04-22,2016-08-04,IN,9
AcceptanceInsurance,2016-03-22,2016-04-25,IN,1
ActagroLLC,2016-06-10,2016-08-09,IN,2
ADP,2016-01-18,2016-03-22,IN,6
AdvanceAutoParts,2016-03-07,2016-03-15,IN,3310
AdvanceInternationalMarketing,2016-04-04,2016-04-26,IN,2068
ADVANTAGEHealthSolutions,2016-03-12,2016-12-22,IN,2287
AegionCorporation,2014-10-01,2016-01-15,IN,40
Affinion,2016-02-22,2016-03-28,IN,2
AFLAC,2016-12-04,2016-12-22,IN,132
AFSLogisticsLLC,2016-04-21,2016-06-20,IN,2
AgPerspectiveInc,2016-04-01,2016-05-05,IN,5
AmericanAssociationfortheAdvancementofScience,2016-04-24,2016-07-12,IN,17
AmericanCollegeofEmergencyPhysicians,2016-04-23,2016-07-22,IN,3
AmericanSocietyofSafetyEngineers,2016-04-22,2016-08-04,IN,15
AmeripriseFinancialInc,2016-05-18,2016-06-16,IN,5
AmeripriseFinancialInc,2016-04-28,2016-06-14,IN,2
AmeripriseFinancialInc-Breach Notification,2016-01-12,2016-02-18,IN,1
AnchorLoans,2016-11-07,2016-12-09,IN,9
AnthelioHealthcareSolutionsInc,2016-02-25,2016-04-20,IN,7
AnthemBlueCrossandBlueShield,2016-04-19,2016-05-26,IN,1
AnthemBlueCrossandBlueShield,2015-12-24,2016-05-27,IN,1
AnthemBlueCrossandBlueShield,2015-12-21,2016-02-03,IN,1
AnthemBlueCrossandBlueShield,2016-04-04,2016-05-04,IN,1
AonCorporation,2016-02-19,2016-03-10,IN,1
AppliedSystemsInc,2016-02-19,2016-03-07,IN,134
ArborPointAdvisorsLLC,2016-08-25,2016-08-26,IN,84
Areas,2016-04-04,2016-05-04,IN,192
ArgonMedicalDevicesInc,2016-03-14,2016-04-06,IN,3
AristechSurfacesLLC,2016-04-09,2016-05-31,IN,21
ArizonaTileLLC,2016-04-14,2016-05-11,IN,1
AscensusInc,2016-11-04,2016-12-15,IN,1
AscensusInc,2016-04-29,2016-09-15,IN,38
AscensusInc,2016-02-26,2016-03-08,IN,1
AspectSoftwareInc,2016-02-24,2016-03-07,IN,8
AspirationPartnersInc,2016-01-17,2016-01-29,IN,3
AspireCPA'sPC,2016-03-14,2016-04-17,IN,61
AstreyaPartnersInc,2016-04-04,2016-05-10,IN,1
AthensOrthopedicClinic,2016-06-14,2016-08-26,IN,69
AtlantaFalconsFootballClubLLC,2016-02-12,2016-10-21,IN,6
AvendraLLC,2016-03-07,2016-03-23,IN,1
Avention,2016-03-31,2016-05-10,IN,2
B3SolutionsLLC,2016-02-24,2016-04-20,IN,4
BackcountryGear,2016-09-26,2016-11-23,IN,25
Bailey'sInc,2015-09-25,2016-01-27,IN,420
BajaBoundInsuranceServicesInc,2015-12-16,2016-02-07,IN,4
BakerOverby&MooreIncPS,2016-10-08,2016-11-10,IN,2
BalletMakersIncdbaCapezio,2015-10-07,2016-02-09,IN,40
BankersLifeandCasualtyCompany,2016-02-02,2016-04-22,IN,1
BankersLifeandCasualtyCompany,2016-04-30,2016-06-30,IN,1
BankersLifeandCasualtyCompany,2015-10-31,2016-02-17,IN,1
BannerHealthInc,2016-06-17,2016-08-03,IN,2082
BaptistHealthLouisville,2015-12-03,2016-02-26,IN,1
BartechGroupInc,2016-02-08,2016-04-01,IN,4
BatdorfBronsonCoffeeRoasters,2015-10-01,2016-05-17,IN,15
BaxterCreditUnion-SecurityBreach,2016-10-03,2016-11-10,IN,125
BeaconHealthSystem-Breach Notification,2016-02-20,2016-04-29,IN,69
BedBathBeyondInc,2016-02-20,2016-11-11,IN,2
BehavioralScienceTechnologyInc,2016-04-19,2016-04-22,IN,2
BethesdaMinistries,2016-01-25,2016-02-23,IN,1
BHEquitiesLLC,2016-03-21,2016-04-01,IN,1
BillyCasperGolf,2016-02-26,2016-03-03,IN,126
BirchCommunications,2016-08-04,2016-08-25,IN,5
BlockandCompanyInc,2016-03-21,2016-05-13,IN,4
BlockandCompanyInc,2016-02-09,2016-03-31,IN,16
BlucoraInc,2015-11-10,2016-01-08,IN,16
BlueDolphinGroupLLC,2015-09-17,2016-01-21,IN,2182
BlueShieldofCalifornia,2015-09-01,2016-01-29,IN,1
BMOHarrisBank,2016-04-16,2016-05-10,IN,2
BolttechManningInc,2016-09-07,2016-09-15,IN,25
"Bomberg,Roach,&Hanson,PLLC",2016-09-13,2016-12-16,IN,5
BonSecoursHealthSystemIncAffilates,2016-04-18,2016-08-31,IN,396
BostockConstructionLLC,2016-09-27,2016-09-28,IN,25
BraceAbility,2016-09-24,2016-12-13,IN,131
BradleyCompanyLLC,2016-03-25,2016-04-20,IN,236
"BrandywinePediatrics,P.A.",2016-08-03,2016-12-23,IN,12
"BrevilleUSA,Inc.",2016-12-01,2016-12-20,IN,3
BriMarWoodInnovationsInc,2016-04-18,2016-04-20,IN,54
BrunswickCorporation,2016-04-29,2016-05-05,IN,338
BusinessDecisionNorthAmerica,2016-04-01,2016-04-22,IN,2
CaesarsEntertainment,2015-07-29,2016-11-28,IN,22
CareerEducationCorporation,2016-06-16,2016-07-11,IN,9
CarpentersLocal215,2016-08-24,2016-11-02,IN,450
CertifiKidLLC,2016-01-25,2016-05-05,IN,24
CeteraInvestmentServicesLLC,2016-10-23,2016-11-18,IN,68
CharlesSchwabBank,2016-01-13,2016-02-16,IN,1
CharlesSchwabCoInc,2016-03-25,2016-11-11,IN,351
CHIFranciscanHealthcareHighlandMedicalCenter,2016-04-21,2016-08-31,IN,7
ChildSupportDivisionoftheElkhartCountyProsecutingAttorneysOffice,2016-08-30,2016-09-26,IN,2
ChristianLouboutinLLC,2016-08-28,2016-10-25,IN,47
Cigna-LifeInsuranceCompanyofNorthAmerica,2016-01-06,2016-04-18,IN,64
CitibankNA,2015-09-16,2016-01-15,IN,2
ClaremontUniversityConsortium,2016-11-15,2016-12-22,IN,3
ClintonHealthAccessInitiativeInc,2016-03-21,2016-04-01,IN,1
ColumbusRegionalHealth,2016-06-30,2016-08-01,IN,1
ColumbusRegionalHealth,2016-01-04,2016-02-19,IN,2
ColumbusRegionalHealthPhysicians,2016-07-15,2016-08-08,IN,1
ColumbusRegionalHealthPhysicians,2016-08-14,2016-09-19,IN,1
ColumbusRegionalHospital,2016-09-22,2016-09-28,IN,1
Comic-ConInternational,2016-06-24,2016-07-22,IN,1
CommunityHealthNetwork,2015-11-11,2016-06-03,IN,1
CommunityHealthNetwork,2015-12-28,2016-01-12,IN,1
CommunityHealthNetwork,2016-10-11,2016-11-14,IN,1
CommunityHealthNetwork,2016-04-13,2016-05-06,IN,1
CommunityHealthNetwork,2016-11-08,2016-12-09,IN,1
CommunityHealthNetwork,2016-10-16,2016-11-16,IN,2
CommunityHealthNetwork,2016-10-22,2016-11-21,IN,1
CommunityHealthNetwork-SecurityBreach,2016-06-13,2016-08-08,IN,1
CommunityHealthPlanofWashington,2016-01-16,2016-12-24,IN,11
CommunityHowardRegionalHealth,2015-12-06,2016-02-26,IN,15
CommunityRehabilitationHospital,2016-08-10,2016-09-08,IN,1
ContactSolutions-SecurityBreach,2016-02-17,2016-03-04,IN,3
Contec,2016-03-24,2016-03-28,IN,1
ConvaTecInc,2016-02-29,2016-03-09,IN,6
CostcoWholesale,2015-12-20,2016-02-10,IN,2
CoyoteLogisticsLLC,2016-01-14,2016-01-22,IN,12
CraneCompany,2016-06-07,2016-06-07,IN,1
CREnglandInc,2016-01-06,2016-05-13,IN,1
CRGResidentialLLC,2016-07-01,2016-07-12,IN,102
CurseInc,2016-04-11,2016-05-18,IN,11
DASCOMajorHospitalHomeMedicalEquipment,2015-08-20,2016-03-22,IN,4
DeaconessHospitalinc,2015-12-10,2016-03-10,IN,126
DealerSocketInc,2016-04-11,2016-04-11,IN,2
DearbornNational,2016-08-23,2016-10-13,IN,99
DedicatedTransportLLC,2016-03-15,2016-03-21,IN,1
DeltaCareerEducationCorporation,2016-09-29,2016-10-13,IN,6
DeltaCareerEducationCorporation-SecurityBreach,2016-09-29,2016-10-13,IN,6
DistinctSoftwareSolutionsdbaCourseTrends,2016-05-02,2016-05-16,IN,46
DonHindsFordInc*,2016-04-27,2016-05-31,IN,197
doTERRAInternationalLLC,2016-03-01,2016-04-18,IN,18926
DoverFederalCreditUnion,2016-09-20,2016-12-22,IN,166
DragerMedicalSystemsInc,2016-01-20,2016-01-29,IN,10
DraperJamesLLC,2016-03-02,2016-04-26,IN,9
DWD-IndianaWorkforce Development*,2016-10-21,2016-10-24,IN,3
DWD-IndianaWorkforce Development*,2016-10-29,2016-11-24,IN,1
DXEMedicalInc,2016-03-24,2016-08-19,IN,29
DynamicAviation,2016-03-11,2016-03-21,IN,2
EaglesBenefitsByDesignInc,2016-02-04,2016-02-11,IN,1
EastwoodCompany,2016-05-29,2016-10-19,IN,426
EBSCOIndustriesInc,2016-07-03,2016-09-08,IN,1
EddieBauerLLC,2016-01-02,2016-08-18,IN,22575
EducentsInc.,2016-09-26,2016-11-22,IN,26
"EileenFisher,Inc.",2016-09-07,2016-11-09,IN,159
ElementisGlobalLLC,2016-02-26,2016-03-04,IN,1
ElicitBrandsLLC,2015-12-11,2016-01-28,IN,4
EmergencyPhysiciansMedicalGroupPC,2015-11-05,2016-01-14,IN,29
Endologix,2016-03-03,2016-03-07,IN,1
EnvisionRxPlus,2016-01-07,2016-02-19,IN,1
EnvisioPharmacies,2016-06-01,2016-06-15,IN,1
EqualizeRCMSystems,2016-02-25,2016-04-28,IN,9
EstechSystemsInc,2016-01-14,2016-02-12,IN,44
EveningPostIndustries,2016-02-26,2016-03-03,IN,2
ExaminationManagementServicesInc,2016-03-24,2016-04-22,IN,58
ExamOne,2016-09-16,2016-10-13,IN,1
ExamOne,2016-06-21,2016-08-23,IN,1
ExamOne,2016-03-24,2016-05-16,IN,1
ExamOne,2016-03-16,2016-03-30,IN,1
ExamOne,2016-03-04,2016-04-25,IN,1
ExamOne,2016-05-25,2016-07-18,IN,1
ExamOne,2016-09-03,2016-11-03,IN,2
Experian,2016-04-09,2016-04-29,IN,3
Exterran,2015-11-24,2016-08-26,IN,28
EyeInstituteofCorpusChristi,2016-01-06,2016-02-26,IN,13
FairbanksHospitalInc,2015-06-01,2016-01-27,IN,749
FCCIInsuranceGroup,2016-04-07,2016-04-14,IN,3
Federal-MogulMotorpartsCorporation,2016-09-01,2016-09-09,IN,6
FidelityInvestments,2016-05-27,2016-06-02,IN,4
FidelityInvestments,2016-03-15,2016-04-12,IN,3
FidelityInvestments-Breach Notification,2016-08-05,2016-08-15,IN,1
FidelityNationalFinancialInc,2016-07-22,2016-07-29,IN,1
FirstHomeMortgageCorporation,2016-07-10,2016-08-12,IN,1
FischerManagementInc,2016-03-29,2016-04-01,IN,73
FloridaTileInc,2016-06-16,2016-09-13,IN,1
FlynnCompanyIncCPA's,2016-03-01,2016-06-06,IN,15
FORETHOUGHT,2016-02-19,2016-04-13,IN,1
ForrestShererInc,2016-01-11,2016-02-24,IN,1009
FossManufacturingCompanyLLC,2016-02-19,2016-03-11,IN,1
FranciscanAllianceInc,2015-10-05,2016-04-04,IN,52
FranciscanHealthAlliance,2016-11-19,2016-12-16,IN,1
FranciscanHealthHammond,2016-04-14,2016-12-06,IN,1
FranciscanPhysicianNetwork,2016-07-08,2016-08-04,IN,1
FranciscanPhysicianNetwork-Breach Notification,2015-12-30,2016-01-26,IN,5
FranciscanSt.ElizabethHealth,2016-04-14,2016-11-18,IN,2
FranciscanStFrancisHealth,2016-03-19,2016-05-03,IN,2
FranciscanStFrancisHealthMooresville,2016-03-03,2016-04-27,IN,1
FranciscoJaumeDO,2016-08-22,2016-10-03,IN,2
FrankDayCPALLC,2016-04-27,2016-06-07,IN,1
FranklinTempletonInvestorServicesLLC,2015-02-10,2016-04-15,IN,1
FSSA,2016-05-17,2016-05-19,IN,5
FSSA,2016-01-26,2016-05-13,IN,5
FSSA,2015-12-11,2016-01-12,IN,1
FSSA-Breach Notification,2016-08-11,2016-10-03,IN,1
G.A.Mavon&Co.,2015-01-19,2016-11-11,IN,49
GamesaWindUSLLC,2016-06-17,2016-07-12,IN,1
GapInc.,2016-10-17,2016-11-23,IN,1
GEBComputerTrainingLimited,2016-08-22,2016-10-06,IN,1
GeorgetownUniversity,2016-01-15,2016-01-27,IN,12
GibsonInsuranceAgency,2016-07-28,2016-10-14,IN,6454
GirlScoutsofVirginiaSkylineCouncilInc,2016-02-16,2016-05-06,IN,1
GlaxoSmithKlineLLC,2016-02-07,2016-03-25,IN,2
"GlennR.Miller,C.P.A.,P.C.",2016-05-01,2016-11-21,IN,2
GoelzerInvestmentManagementInc,2016-04-01,2016-06-01,IN,1
GoldKeyPHR,2016-03-29,2016-04-20,IN,1
GrandValleyStateUniversity,2016-04-25,2016-06-18,IN,4
GraybarElectricCompanyInc,2015-12-13,2016-01-22,IN,15
GrayTelevisionInc,2016-08-10,2016-08-31,IN,95
GreatLakesHomeMedicalServicesAssociation,2016-04-29,2016-06-21,IN,19
Greenfield-CentralCommunitySchoolCorporation,2016-11-21,2016-11-23,IN,42
GroupBenefitServicesInc,2016-02-05,2016-05-09,IN,1
GryphonTechnologiesLC,2016-02-29,2016-03-21,IN,77
GuideCareLLC,2015-12-20,2016-01-06,IN,185
"Guilmartin,DiPiro&SokolowskiLLC",2016-04-16,2016-12-02,IN,740
GVCMortgage,2016-08-24,2016-09-30,IN,6
GyftInc,2015-10-03,2016-02-05,IN,5171
HAECOAmericas,2016-03-15,2016-04-29,IN,19
HainCelestialGroupInc,2015-05-16,2016-01-28,IN,39
HarveyMuddCollege,2016-03-04,2016-03-22,IN,2
HeinAssociatesLLP,2016-04-26,2016-07-13,IN,6
HillandKnowltonStrategiesLLC,2016-02-23,2016-05-02,IN,1
HirataCorporationofAmerica,2016-04-11,2016-04-18,IN,4
Hi-TecSportsUSAInc,2014-09-21,2016-04-29,IN,31
HKFinancialServices,2016-01-11,2016-01-22,IN,44
Honig'sWhistleStop,2016-08-04,2016-11-09,IN,103
Hook'sHomeCareOXYTEC,2016-04-13,2016-04-18,IN,1
HPEnterpriseServicesLLC,2016-09-16,2016-09-21,IN,1235
HSBCBankUSANationalAssociation,2016-03-27,2016-05-12,IN,1
HSBCBankUSANationalAssociation,2015-12-07,2016-01-13,IN,1415
HSBCBankUSANationalAssociation,2015-12-01,2016-01-05,IN,1
HSBCSecuritiesUSAInc,2016-05-12,2016-07-15,IN,2
HumeLakeChristianCamps,2016-02-29,2016-04-30,IN,7
IAPWorldwideServicesInc,2016-05-15,2016-07-14,IN,34
IASISHealthcare,2016-03-21,2016-03-29,IN,5
IDEO.org,2016-09-30,2016-11-08,IN,2
IMSystemsGroupInc,2016-05-03,2016-05-11,IN,1
IMXMedicalManagementServices,2016-07-25,2016-09-23,IN,1
IncipioLLP,2015-09-16,2016-02-22,IN,158
IndependentMedicalDistributorsAssociation,2016-04-29,2016-06-21,IN,1
IndianaBureauofMotorVehicles,2016-12-08,2016-12-09,IN,1
IndianaBureauofMotorVehicles,2016-06-14,2016-07-12,IN,1
IndianaDepartmentofRevenue-Breach Notification,2015-12-20,2016-01-08,IN,1
IndianaDepartmentofRevenue-Breach Notification,2015-11-18,2015-11-23,IN,1030
IndianaOrthopaedicHospital,2016-09-15,2016-10-13,IN,1
IndianaStateUniversity-SecuirtyBreach,2016-10-13,2016-10-31,IN,2
"IndianaUniversityHealthSouthernIndianaPhysicians,Inc.",2016-09-14,2016-11-22,IN,1
IndianaUniversitySouthBendCampus-Breach Notification,2016-05-12,2016-06-03,IN,155
IndianaWesleyanUniversity,2016-03-11,2016-03-28,IN,9
IndianaWesleyanUniversity,2016-02-10,2016-02-16,IN,118
IndiqueHair,2016-09-01,2016-12-12,IN,10
InformationInnovators,2016-02-26,2016-03-03,IN,1
InformationResourcesInc,2016-03-10,2016-03-22,IN,19
InstituteofManagementAccountants,2016-04-23,2016-07-20,IN,4
InterContinentalHotelsGroupResourcesInc,2016-04-24,2016-05-23,IN,5
InternetChessClubInc,2016-04-01,2016-07-19,IN,32
IntuitInc,2016-03-29,2016-10-17,IN,12
IntuitInc,2016-10-23,2016-11-18,IN,11
IntuitInc,2016-11-22,2016-12-12,IN,14
IntuitInc,2016-10-30,2016-11-10,IN,1
IntuitInc,2016-03-22,2016-04-28,IN,182
IntuitInc,2016-03-07,2016-04-01,IN,10
IntuitInc,2016-03-11,2016-04-13,IN,10
IntuitInc,2016-02-29,2016-03-16,IN,17
IntuitInc,2016-08-03,2016-08-19,IN,1
IntuitInc,2016-01-21,2016-02-09,IN,4
IntuitInc,2016-05-02,2016-05-26,IN,18
IntuitInc,2016-06-26,2016-08-03,IN,1
IntuitInc,2016-06-13,2016-07-11,IN,8
IntuitInc,2016-06-09,2016-06-21,IN,4
IntuitInc,2016-05-16,2016-06-10,IN,6
IntuitInc,2016-04-06,2016-05-09,IN,184
IntuitInc,2016-09-12,2016-09-23,IN,3
IntuitInc,2015-12-08,2016-01-15,IN,9
inVentivHealthInc,2016-06-01,2016-07-21,IN,448
IronOutIncdbaSummitBrands,2016-03-07,2016-03-10,IN,67
ISCOIndustriesInc,2016-03-02,2016-03-07,IN,36
JBAutosportsInc,2015-08-01,2016-01-13,IN,48
Jerry'sArtaramaNCInc,2016-05-03,2016-08-26,IN,303
JetBlueAirwaysCorporation,2016-01-07,2016-02-11,IN,7
JetCorpdbaFlyingColoursCorp,2016-04-12,2016-04-29,IN,1
JohnScheepersSeedsLLC,2015-09-19,2016-01-18,IN,2
"JulepBeauty,Inc.",2016-11-06,2016-12-09,IN,13
JustMarketingInc,2016-02-02,2016-03-03,IN,65
KahnDeesDonovanKahnLLP,2016-02-03,2016-02-04,IN,1
KalamazooCollege,2016-04-28,2016-05-11,IN,11
KamanCorporation,2016-08-31,2016-10-12,IN,1
KankakeeValleyRuralElectricMembershipCorporation,2015-12-09,2016-02-19,IN,17436
KapStonePaperandPackagingCorporation,2016-02-22,2016-04-06,IN,2
KathermanKittsCoLLP,2016-02-25,2016-04-04,IN,1
KelleyAutomotiveGroupLLC,2016-09-20,2016-10-03,IN,1100
KentuckyOneJewishHospital,2015-12-03,2016-03-11,IN,53
KentuckyOneStJoseph'sHospital,2015-12-03,2016-03-11,IN,1
KentuckyTrailer,2016-03-09,2016-03-22,IN,104
KenWatermanCPAPC,2016-03-28,2016-05-03,IN,1
KeyCorp,2015-11-20,2016-02-15,IN,138
KickyPants,2015-09-24,2016-01-21,IN,50
KindredHealthcare,2016-11-02,2016-11-30,IN,1
KindredHealthcare,2016-06-28,2016-07-27,IN,2
KingofPrussiaDentalAssoc,2016-03-28,2016-09-08,IN,4
KokuaHospitalityLLC,2016-03-09,2016-03-11,IN,1
KontrolFreekLLC,2015-10-21,2016-06-30,IN,101
KRTCPAsPC,2016-04-10,2016-07-12,IN,6
LagniappePharmacyService,2016-02-19,2016-03-10,IN,1
LandstarSystemInc,2016-02-24,2016-03-21,IN,6
LanyonSolutionsInc,2016-03-10,2016-03-18,IN,8
LAZKarpAssociatesLLC,2016-02-17,2016-03-17,IN,19
Lehman'sTermsInc,2015-12-20,2016-01-06,IN,260
Leighton-OareFoundation,2016-05-19,2016-05-27,IN,1
LifeLockInc,2016-04-28,2016-05-27,IN,2
LoaderPartsSourceInc-Breach Notification,2015-11-03,2016-09-22,IN,2
"Looper, Elena",2016-07-21,2016-08-12,IN,95
LourdesHospital,2015-12-03,2016-02-22,IN,1
Lowe'sCompaniesInc-SecurityBreach,2016-06-08,2016-07-08,IN,2
LPLFinancial-SecurityBreach,2016-02-17,2016-03-17,IN,1
LuckyPetInc,2015-10-12,2016-04-18,IN,231
Lulu'sFashionLoungeInc,2016-08-11,2016-09-16,IN,128
LutherCollege,2016-09-22,2016-12-19,IN,8
"LuxFundTechnology&Solutions,LLC",2016-11-18,2016-11-29,IN,1
MaineGeneralMedicalCenter,2015-09-11,2016-01-15,IN,50
MallPropertiesInc,2016-02-17,2016-02-25,IN,3
ManagementHealthSystemsIncdbaMedProHealthcareStaffing,2016-03-08,2016-03-18,IN,10
ManchseterUniversity,2016-08-01,2016-09-06,IN,36
Manduka,2016-01-29,2016-10-31,IN,104
MaritzHoldingsInc,2016-03-01,2016-05-23,IN,12
Match-UpSolutionsLLC,2016-05-03,2016-05-26,IN,12
MatoukFactoryStoreIncdbaMatoukEcommerceBoutique,2016-06-19,2016-08-19,IN,3
MatrixServiceCompanyandIt'sSubsidiaries,2016-02-03,2016-03-09,IN,384
MaximCraneWorksLP,2016-03-02,2016-03-11,IN,7
MCMStaffingLLC,2016-03-17,2016-04-07,IN,176
MedicalColleaguesofTexasLLP,2015-04-01,2016-05-11,IN,48
MedicalMutualofOhio,2016-01-25,2016-03-28,IN,3
MEI-GrandSierraResort,2014-02-19,2016-06-13,IN,159
MercyCommunityHealthPartners,2015-11-25,2016-01-25,IN,29
MercyFairfieldHospital,2015-12-03,2016-02-22,IN,3
MercyHospitalIowaCity,2016-01-26,2016-04-05,IN,1
MetalProcessingCorporation,2016-06-13,2016-06-17,IN,100
MetropolitanLifeInsuranceCompany,2016-09-09,2016-11-01,IN,3
MHoldingsSecuritiesInc,2016-07-29,2016-08-31,IN,325
MichelsCorporation,2016-04-16,2016-04-25,IN,160
MicroDAQ,2016-09-04,2016-10-07,IN,2
MidlandPaperPackagingSupplies,2016-04-04,2016-04-07,IN,15
MillerCoors,2016-03-15,2016-04-18,IN,2
MilwaukeeBucks,2016-04-26,2016-05-25,IN,3
MindResearchInstitute,2016-10-04,2016-10-20,IN,1
MitchellInternationalInc,2016-02-24,2016-03-14,IN,33
MNPCorporationonBehalfofit'sAffiliateGeneralFastenersCompany,2016-03-06,2016-04-06,IN,5
"MorrisRothenberg&Son,Inc.",2016-09-11,2016-11-03,IN,7
MROStopLLC,2015-07-01,2016-01-04,IN,3
Multi-ColorCorporation,2016-05-14,2016-06-16,IN,710
MYRGroupInc,2016-04-14,2016-05-16,IN,167
NationalChurchSolutions,2016-02-03,2016-06-22,IN,342
"NationalWholesaleCompany,Inc.",2016-09-01,2016-11-03,IN,276
"NaturalLifeCollections,Inc.",2016-09-18,2016-10-20,IN,14
NavigateHCR,2016-03-29,2016-04-25,IN,1217
NazarethHome,2016-03-31,2016-04-12,IN,20
Neill-LavielleSupplyCompanyLLC,2016-06-29,2016-07-20,IN,16
NewJerseySpineCenter,2016-07-27,2016-09-21,IN,2
NewPennFinancialLLC,2015-09-01,2016-01-08,IN,8
NewWestHealthServices,2015-11-18,2016-01-15,IN,10
NLUProductsLLC,2015-04-01,2016-07-19,IN,2868
NobleHouseHotelsandResorts,2016-04-25,2016-09-02,IN,132
NobleHouseHotelsResorts,2016-04-26,2016-08-24,IN,20
NordicConsultingPartnersInc,2016-03-29,2016-05-02,IN,10
NordicConsultingPartnersInc,2016-07-21,2016-08-01,IN,16
Norman-SpencerAgencyInc,2016-03-17,2016-04-29,IN,7
NorthCarolinaStateUniversity,2016-05-25,2016-07-08,IN,38
NorthernStateBank,2016-02-06,2016-02-25,IN,8
NorthernTrustCompany,2016-04-01,2016-05-05,IN,3
NorthlandPioneerCollege,2016-05-02,2016-05-18,IN,1
NorthPalmMotorsLLC,2016-02-10,2016-07-11,IN,40
NorthStarAnesthesiaofIndianaLLC,2016-07-13,2016-08-10,IN,18
NTTDATAConsultingInc,2016-04-22,2016-05-04,IN,1
NuverraEnvironmentalSolutions,2016-03-17,2016-03-25,IN,1
OaklawnPsychiatricCenter,2016-07-13,2016-09-30,IN,3
OCTannerCompany,2016-04-14,2016-04-28,IN,13
OdysseyLogisticsTechnologyCorporation,2016-04-14,2016-04-22,IN,185
OfficeoftheIndianaSecretaryofStateAutoDealerLicensingDivision,2016-06-29,2016-07-01,IN,1
OhioAssociationofAmbulatorySurgeryCenters,2016-04-29,2016-06-27,IN,3
OhioValleyResidentialServices,2016-03-14,2016-03-29,IN,1
Oil-DriCorporationofAmerica,2016-03-18,2016-03-21,IN,2
OldcastleBuildingEnvelope,2016-05-12,2016-05-24,IN,116
OlympicSteelInc,2016-03-18,2016-03-24,IN,53
OmniHotelsandResorts,2015-12-23,2016-07-07,IN,382
OnDeckCapitalInc,2015-11-01,2016-04-11,IN,25
Optimizely,2016-02-29,2016-06-30,IN,2
OrchardSoftwareCorporation,2016-02-16,2016-03-14,IN,10
OrleansMedicalClinic,2016-04-05,2016-08-19,IN,6784
OrthopaedicsIndianapolisInc,2016-02-22,2016-03-03,IN,1
OwensboroHealthRegionalHospital,2015-12-03,2016-03-07,IN,16
PacificConceptsGroupInc.,2016-09-13,2016-10-21,IN,2
PainTreatmentCentersofAmericaandInterventionalSurgeryInstitute,2015-01-01,2016-04-09,IN,2
ParkWestGallery,2016-11-03,2016-11-30,IN,2
PaxLabsInc,2016-06-25,2016-08-11,IN,43
PeachtreeHospitalityManagementLLC,2016-01-25,2016-03-14,IN,23
PennStateAlumniAssociation,2016-04-24,2016-08-10,IN,4
PennsylvaniaLumbermensMutualInsuranceCompany,2016-06-16,2016-06-30,IN,35
PerkinsElmerInc,2016-02-24,2016-03-16,IN,7
PERSHING-SecurityBreach,2016-09-22,2016-10-20,IN,1
PersonalFinanceCoLLC,2016-03-17,2016-04-16,IN,1
PersonalFinanceCoLLC,2016-06-30,2016-08-05,IN,1
PharmOlamInternational,2016-02-23,2016-02-25,IN,2
PhillipCapitalInc,2015-10-23,2016-01-12,IN,2
PhyMedManagementLLC,2016-04-18,2016-04-29,IN,1
PhysAssistScribesInc,2016-02-10,2016-02-17,IN,23
PinnacleDataSystemsLLC,2016-03-08,2016-03-14,IN,1
PivotalSoftwareInc,2016-03-22,2016-03-30,IN,3
PlanoSynergy,2016-02-11,2016-02-15,IN,1
PlastipakPackagingInc,2016-04-04,2016-04-15,IN,2
